customer_id,age,income,monthly_income,debt_ratio,revolving_utilization,num_open_credit_lines,num_dependents,num_30_59_days_late,num_60_89_days_late,num_90_days_late,num_mortgages,number_real_estate_loans,default
CUST-030076,41,35641.69,2970.14,0.2135,75.72,4,1,0,1,0,0,0,0
CUST-030077,73,47652.66,3971.05,0.0126,83.31,4,0,1,0,2,0,0,0
CUST-030078,66,121835.5,10152.96,0.467,76.88,4,1,2,3,2,0,0,1
CUST-030079,28,62589.24,5215.77,0.0265,37.27,4,0,1,0,0,1,1,0
CUST-030080,78,61024.71,5085.39,0.037,60.19,2,0,1,0,0,3,3,0
CUST-030081,33,19127.5,1593.96,0.3443,44.97,11,1,3,1,0,0,0,0
CUST-030082,25,16824.84,1402.07,0.1174,41.01,8,2,0,2,1,0,0,0
CUST-030083,18,53442.41,4453.53,0.6805,17.77,5,2,0,0,0,2,2,0
CUST-030084,45,21620.5,1801.71,0.5816,55.34,3,0,2,0,0,0,0,0
CUST-030085,26,138800.59,11566.72,0.5998,29.85,3,1,0,0,1,2,2,0
CUST-030086,46,33185.35,2765.45,0.1414,40.0,4,0,1,1,1,1,1,0
CUST-030087,28,38076.28,3173.02,0.2139,36.67,2,1,0,0,1,1,1,0
CUST-030088,52,175733.36,14644.45,0.361,46.23,7,3,0,3,0,0,0,0
CUST-030089,73,24602.94,2050.25,0.5376,53.21,8,2,0,0,0,0,0,0
CUST-030090,59,44374.51,3697.88,0.302,84.07,2,0,1,1,2,2,2,0
CUST-030091,52,42669.18,3555.76,0.6737,52.37,9,1,0,0,0,0,0,0
CUST-030092,27,124930.94,10410.91,0.0732,65.52,2,1,3,0,1,3,3,0
CUST-030093,47,94068.9,7839.07,0.0934,30.96,3,2,2,0,0,3,3,0
CUST-030094,77,74321.02,6193.42,0.4038,49.6,4,0,1,1,0,1,1,0
CUST-030095,53,48736.61,4061.38,0.3396,38.99,2,1,1,0,1,0,0,0
CUST-030096,56,53250.09,4437.51,0.031,58.88,5,1,0,0,0,0,0,0
CUST-030097,42,64697.87,5391.49,0.1569,36.83,3,1,2,0,0,0,0,0
CUST-030098,39,41239.49,3436.62,0.4074,48.63,2,0,2,0,1,1,1,0
CUST-030099,64,24793.66,2066.14,0.3309,34.37,2,1,1,2,0,0,0,0
CUST-030100,42,16031.74,1335.98,0.3009,30.69,5,0,0,0,0,1,1,0
CUST-030101,68,6941.32,578.44,0.1789,36.66,4,0,0,1,0,2,2,0
CUST-030102,68,36267.49,3022.29,0.3921,45.84,9,1,0,1,1,0,0,0
CUST-030103,23,43649.15,3637.43,0.1767,85.81,8,1,2,1,0,0,0,0
CUST-030104,56,19197.57,1599.8,0.2297,46.45,4,1,0,0,0,0,0,0
CUST-030105,24,45751.14,3812.6,0.2985,35.8,7,1,0,1,0,0,0,0
CUST-030106,66,34806.39,2900.53,0.163,66.66,4,2,2,0,1,0,0,0
CUST-030107,38,67391.08,5615.92,0.0919,35.91,7,0,0,0,0,0,0,0
CUST-030108,40,60614.94,5051.24,0.2463,48.77,3,0,0,0,1,0,0,0
CUST-030109,60,63901.58,5325.13,0.2358,60.81,8,1,1,0,1,1,1,0
CUST-030110,38,6777.94,564.83,0.2423,62.92,3,2,3,0,1,0,0,1
CUST-030111,44,33158.3,2763.19,0.2263,30.19,5,1,0,0,0,1,1,0
CUST-030112,55,159108.02,13259.0,0.571,71.91,9,1,1,0,0,1,1,1
CUST-030113,48,22171.28,1847.61,0.55,27.17,1,1,2,0,1,0,0,0
CUST-030114,57,4512.27,376.02,0.0229,65.25,2,3,0,1,0,1,1,0
CUST-030115,53,64469.97,5372.5,0.1053,59.95,11,1,2,1,0,1,1,0
CUST-030116,28,30120.47,2510.04,0.1034,27.33,6,0,0,0,0,0,0,0
CUST-030117,75,106501.08,8875.09,0.308,35.8,7,1,0,3,0,3,3,0
CUST-030118,64,324878.93,27073.24,0.4579,87.73,4,1,2,0,0,0,0,0
CUST-030119,70,17507.64,1458.97,0.2495,28.44,1,2,0,0,0,1,1,0
CUST-030120,52,18706.79,1558.9,0.0893,67.11,8,0,1,0,1,0,0,1
CUST-030121,35,40454.21,3371.18,0.1665,66.94,2,3,1,0,0,0,0,0
CUST-030122,68,64004.85,5333.74,0.6107,34.37,5,0,0,0,0,2,2,0
CUST-030123,35,99660.34,8305.03,0.6622,35.22,4,2,1,0,0,1,1,0
CUST-030124,31,29883.37,2490.28,0.3241,59.85,4,0,1,0,0,0,0,0
CUST-030125,77,18585.62,1548.8,0.1391,66.37,3,2,0,0,1,1,1,0
CUST-030126,24,175809.03,14650.75,0.3899,26.31,3,2,1,0,0,1,1,0
CUST-030127,71,51660.52,4305.04,0.4763,65.62,2,2,0,1,2,1,1,0
CUST-030128,69,66625.24,5552.1,0.1115,35.81,3,2,0,0,1,0,0,0
CUST-030129,40,153547.77,12795.65,0.482,31.17,5,2,0,0,0,2,2,0
CUST-030130,56,85468.85,7122.4,0.0538,11.51,5,0,0,2,0,0,0,0
CUST-030131,75,49750.47,4145.87,0.1835,71.64,1,0,0,1,0,0,0,0
CUST-030132,74,19127.81,1593.98,0.1906,74.84,5,1,1,0,0,0,0,0
CUST-030133,68,42630.06,3552.5,0.2515,45.4,1,2,0,0,0,3,3,0
CUST-030134,21,18650.48,1554.21,0.4733,34.97,7,1,1,4,2,2,2,1
CUST-030135,70,120144.51,10012.04,0.501,67.55,4,2,1,2,0,2,2,0
CUST-030136,75,51891.95,4324.33,0.2108,61.48,1,0,3,0,0,0,0,0
CUST-030137,28,12081.45,1006.79,0.201,56.02,0,0,0,0,0,2,2,0
CUST-030138,47,33905.22,2825.44,0.4894,20.26,5,0,1,0,0,2,2,0
CUST-030139,21,19111.86,1592.66,0.6041,36.65,3,1,1,0,0,0,0,0
CUST-030140,69,17545.47,1462.12,0.2058,63.42,6,2,1,0,1,1,1,1
CUST-030141,73,16111.99,1342.67,0.1825,86.22,9,0,0,1,0,0,0,0
CUST-030142,27,320378.99,26698.25,0.1848,16.52,6,1,0,0,0,3,3,0
CUST-030143,69,71397.86,5949.82,0.4984,23.72,6,0,0,0,0,2,2,0
CUST-030144,39,59396.41,4949.7,0.0921,46.94,5,0,1,0,1,0,0,0
CUST-030145,27,117813.0,9817.75,0.0871,37.32,3,3,0,0,0,1,1,0
CUST-030146,54,7250.11,604.18,0.4642,52.46,6,1,1,0,0,1,1,0
CUST-030147,39,23406.58,1950.55,0.1116,50.26,3,2,0,3,1,0,0,1
CUST-030148,56,86952.47,7246.04,0.4302,51.87,1,0,0,0,0,0,0,0
CUST-030149,37,191246.6,15937.22,0.5446,28.04,6,1,0,0,2,0,0,0
CUST-030150,64,21841.42,1820.12,0.5269,42.73,4,0,0,0,1,0,0,0
CUST-030151,50,96573.47,8047.79,0.152,41.19,3,0,1,1,0,0,0,1
CUST-030152,68,23241.2,1936.77,0.0744,44.62,1,1,1,1,1,0,0,0
CUST-030153,54,121264.0,10105.33,0.2652,28.42,5,0,1,0,0,1,1,0
CUST-030154,31,28719.09,2393.26,0.2838,46.0,3,3,1,1,1,0,0,0
CUST-030155,76,35446.24,2953.85,0.0905,60.29,5,1,0,2,0,1,1,0
CUST-030156,66,91208.06,7600.67,0.3897,57.84,4,0,2,1,0,0,0,0
CUST-030157,56,39442.43,3286.87,0.181,64.9,1,2,2,0,0,0,0,0
CUST-030158,25,100673.75,8389.48,0.2511,80.38,6,1,0,0,0,1,1,0
CUST-030159,57,34841.91,2903.49,0.1752,78.38,8,1,1,1,2,1,1,1
CUST-030160,37,4274.6,356.22,0.154,33.14,2,1,0,0,0,1,1,0
CUST-030161,18,12619.42,1051.62,0.4603,34.53,7,2,0,1,0,1,1,0
CUST-030162,41,25751.1,2145.92,0.2425,59.19,2,1,0,0,1,1,1,0
CUST-030163,61,92297.37,7691.45,0.4735,65.38,1,3,1,0,0,2,2,0
CUST-030164,63,53647.11,4470.59,0.3976,62.88,3,0,0,1,0,1,1,0
CUST-030165,47,74956.61,6246.38,0.6916,54.54,2,3,0,0,0,0,0,0
CUST-030166,34,58027.8,4835.65,0.414,17.97,3,0,0,0,0,0,0,0
CUST-030167,41,95503.67,7958.64,0.0874,46.82,5,1,4,1,1,1,1,1
CUST-030168,28,36591.01,3049.25,0.1532,38.28,4,0,1,2,1,0,0,0
CUST-030169,65,138313.62,11526.13,0.4891,67.25,3,1,1,0,0,0,0,0
CUST-030170,30,33991.69,2832.64,0.4833,50.3,4,2,2,1,1,1,1,0
CUST-030171,27,7757.52,646.46,0.1145,60.33,1,1,1,0,0,3,3,1
CUST-030172,30,106914.6,8909.55,0.3715,17.16,3,2,1,0,0,0,0,0
CUST-030173,28,274086.44,22840.54,0.229,41.47,5,1,4,1,1,2,2,0
CUST-030174,23,130135.22,10844.6,0.3357,37.76,5,0,0,1,0,0,0,0
CUST-030175,68,39116.03,3259.67,0.5302,50.45,3,1,0,1,0,0,0,0
CUST-030176,49,18430.3,1535.86,0.2525,10.93,1,1,0,2,1,0,0,1
CUST-030177,40,18793.97,1566.16,0.126,80.66,6,1,4,0,1,0,0,1
CUST-030178,34,35646.37,2970.53,0.0514,21.87,1,1,0,0,0,4,4,0
CUST-030179,47,48360.95,4030.08,0.152,58.1,7,2,1,0,0,1,1,0
CUST-030180,56,74011.75,6167.65,0.7172,38.31,5,2,0,2,0,1,1,0
CUST-030181,32,21566.48,1797.21,0.0667,50.71,5,1,4,1,0,1,1,1
CUST-030182,30,47427.51,3952.29,0.1833,31.92,7,1,0,0,0,0,0,0
CUST-030183,46,111159.75,9263.31,0.4256,55.96,7,0,0,3,1,1,1,1
CUST-030184,30,6514.54,542.88,0.5664,20.12,4,0,1,0,0,0,0,0
CUST-030185,57,26643.82,2220.32,0.4757,45.34,5,1,0,1,1,1,1,0
CUST-030186,55,4914.69,409.56,0.1841,50.76,5,0,1,1,2,0,0,1
CUST-030187,68,69035.42,5752.95,0.0683,29.21,2,0,0,1,0,3,3,0
CUST-030188,20,29614.31,2467.86,0.2623,82.84,4,0,0,1,0,0,0,0
CUST-030189,76,168273.32,14022.78,0.4784,48.29,8,1,0,1,0,0,0,0
CUST-030190,26,7591.66,632.64,0.4237,53.31,3,2,0,1,0,1,1,0
CUST-030191,20,19865.19,1655.43,0.5915,45.0,4,1,0,0,1,1,1,0
CUST-030192,73,40573.69,3381.14,0.1239,19.77,8,0,2,1,0,1,1,0
CUST-030193,52,42977.63,3581.47,0.3102,36.75,5,3,1,0,1,1,1,0
CUST-030194,38,39380.04,3281.67,0.1242,37.35,0,0,0,0,1,1,1,0
CUST-030195,74,33629.4,2802.45,0.582,61.75,3,0,1,0,1,2,2,0
CUST-030196,38,26312.53,2192.71,0.6269,33.42,9,0,1,1,1,3,3,1
CUST-030197,35,13066.1,1088.84,0.5569,67.08,4,1,1,1,1,3,3,1
CUST-030198,45,26562.04,2213.5,0.2597,57.66,6,2,2,1,0,0,0,0
CUST-030199,57,48185.02,4015.42,0.3521,35.24,4,2,0,1,0,1,1,0
CUST-030200,43,8130.43,677.54,0.0929,54.48,4,0,1,0,0,2,2,0
CUST-030201,56,30829.62,2569.13,0.2382,64.85,4,1,0,0,0,0,0,0
CUST-030202,64,12389.77,1032.48,0.2416,78.95,5,0,1,1,2,0,0,1
CUST-030203,73,89973.28,7497.77,0.3035,36.13,4,1,1,0,0,2,2,0
CUST-030204,66,53728.66,4477.39,0.4269,52.8,0,2,0,0,0,0,0,0
CUST-030205,50,27848.4,2320.7,0.1461,20.66,5,1,1,1,3,0,0,1
CUST-030206,20,67268.49,5605.71,0.3602,42.18,4,0,1,0,0,3,3,0
CUST-030207,33,47046.59,3920.55,0.2063,47.16,4,2,1,0,1,0,0,0
CUST-030208,58,8801.98,733.5,0.5144,31.04,1,0,1,1,1,1,1,1
CUST-030209,34,48911.57,4075.96,0.2551,69.99,6,0,1,0,0,1,1,0
CUST-030210,28,64152.77,5346.06,0.5266,57.99,3,0,0,1,0,0,0,0
CUST-030211,57,34417.74,2868.14,0.1268,49.4,6,1,1,0,2,1,1,0
CUST-030212,24,113752.31,9479.36,0.2494,85.47,3,2,2,2,2,0,0,0
CUST-030213,59,33639.06,2803.26,0.5087,27.17,6,0,0,0,1,0,0,0
CUST-030214,73,14963.75,1246.98,0.1821,48.48,3,2,0,0,0,0,0,0
CUST-030215,52,151600.81,12633.4,0.4527,27.93,4,0,1,0,0,0,0,0
CUST-030216,57,45516.48,3793.04,0.1027,36.78,7,2,1,0,3,0,0,1
CUST-030217,21,32929.63,2744.14,0.2382,45.48,3,1,0,0,0,1,1,0
CUST-030218,68,78152.92,6512.74,0.3313,53.31,8,1,1,0,0,1,1,0
CUST-030219,78,6735.96,561.33,0.1691,40.35,2,3,1,0,0,1,1,0
CUST-030220,21,16220.57,1351.71,0.243,79.21,5,0,0,1,1,3,3,1
CUST-030221,49,17856.72,1488.06,0.2759,43.13,7,0,0,0,0,2,2,0
CUST-030222,24,51276.98,4273.08,0.4331,40.54,2,3,1,0,0,0,0,0
CUST-030223,77,61180.17,5098.35,0.3759,74.64,4,2,1,1,0,2,2,0
CUST-030224,29,56050.88,4670.91,0.2865,59.2,8,1,0,0,0,0,0,0
CUST-030225,38,55609.28,4634.11,0.4272,47.08,4,1,2,1,0,0,0,0
CUST-030226,18,41851.7,3487.64,0.1008,34.67,5,0,0,0,0,0,0,0
CUST-030227,58,28056.7,2338.06,0.357,69.63,8,0,4,1,1,3,3,1
CUST-030228,37,46431.15,3869.26,0.2926,23.49,4,1,1,0,0,1,1,0
CUST-030229,71,49349.19,4112.43,0.4529,47.52,3,2,2,0,0,0,0,0
CUST-030230,23,25067.62,2088.97,0.4213,34.63,4,1,1,0,0,0,0,0
CUST-030231,28,23121.89,1926.82,0.2831,62.6,2,1,1,2,0,1,1,0
CUST-030232,32,16844.22,1403.68,0.1089,34.92,2,0,0,0,0,2,2,0
CUST-030233,28,44702.4,3725.2,0.3125,58.07,7,1,1,0,0,0,0,0
CUST-030234,69,112305.35,9358.78,0.1141,65.46,1,2,1,1,2,1,1,1
CUST-030235,54,20465.04,1705.42,0.114,29.19,1,0,1,0,0,0,0,0
CUST-030236,42,12032.21,1002.68,0.2746,35.4,7,1,1,2,0,0,0,0
CUST-030237,60,59382.71,4948.56,0.1441,49.27,4,3,2,1,1,0,0,0
CUST-030238,24,23677.98,1973.16,0.3939,23.19,1,0,0,0,0,0,0,0
CUST-030239,58,45377.09,3781.42,0.2571,5.56,5,1,1,0,0,1,1,0
CUST-030240,40,189810.8,15817.57,0.2569,44.42,3,2,0,0,2,2,2,1
CUST-030241,76,38104.17,3175.35,0.3222,53.65,2,0,0,0,0,0,0,0
CUST-030242,34,19087.49,1590.62,0.0804,22.21,5,0,0,1,0,1,1,0
CUST-030243,36,30170.14,2514.18,0.2321,61.33,2,2,1,1,0,2,2,0
CUST-030244,74,86362.28,7196.86,0.0555,33.13,6,2,1,1,0,1,1,0
CUST-030245,19,67710.8,5642.57,0.2597,69.08,3,1,0,2,0,0,0,0
CUST-030246,48,19136.37,1594.7,0.4884,48.6,3,1,0,1,1,1,1,1
CUST-030247,28,22692.68,1891.06,0.1183,48.59,2,0,1,1,1,1,1,1
CUST-030248,61,53989.37,4499.11,0.0453,47.64,7,1,1,0,1,0,0,0
CUST-030249,58,68297.77,5691.48,0.0884,30.01,3,0,1,1,1,1,1,1
CUST-030250,25,39967.13,3330.59,0.0923,46.7,2,1,3,1,3,1,1,1
CUST-030251,73,23153.37,1929.45,0.352,22.05,6,2,0,0,0,0,0,0
CUST-030252,38,8271.28,689.27,0.2211,84.42,7,2,2,1,0,0,0,1
CUST-030253,40,15458.33,1288.19,0.2529,47.94,7,0,0,0,0,2,2,0
CUST-030254,65,102951.09,8579.26,0.2762,58.9,4,1,1,1,0,0,0,0
CUST-030255,76,8352.04,696.0,0.1485,68.16,2,0,2,1,0,1,1,1
CUST-030256,71,30368.71,2530.73,0.2926,61.48,4,0,2,0,0,1,1,0
CUST-030257,72,46050.68,3837.56,0.5813,55.05,5,0,2,3,0,0,0,1
CUST-030258,40,46930.39,3910.87,0.2964,15.43,4,0,0,0,0,0,0,0
CUST-030259,43,54825.61,4568.8,0.2382,55.73,4,1,0,1,1,0,0,1
CUST-030260,65,38312.46,3192.7,0.1021,45.39,7,1,0,0,1,1,1,0
CUST-030261,68,38774.14,3231.18,0.158,10.8,3,2,0,2,0,0,0,0
CUST-030262,27,26712.91,2226.08,0.1988,26.58,7,2,0,0,0,0,0,0
CUST-030263,69,257450.68,21454.22,0.2548,23.8,5,1,0,0,0,0,0,0
CUST-030264,72,17763.59,1480.3,0.1325,67.04,2,4,3,0,0,1,1,0
CUST-030265,23,26363.3,2196.94,0.4666,39.63,4,2,1,1,1,0,0,0
CUST-030266,72,13399.77,1116.65,0.2536,48.71,4,0,1,0,0,3,3,0
CUST-030267,42,15669.05,1305.75,0.6228,53.41,3,1,1,0,0,0,0,1
CUST-030268,36,2890.95,240.91,0.4815,52.02,2,2,0,0,0,1,1,0
CUST-030269,71,30045.06,2503.75,0.3471,21.74,0,1,0,1,0,2,2,0
CUST-030270,44,103520.99,8626.75,0.291,58.4,5,0,1,2,0,2,2,0
CUST-030271,36,7046.29,587.19,0.3493,34.4,7,2,0,0,0,0,0,0
CUST-030272,68,22379.81,1864.98,0.3876,77.43,4,1,1,1,3,0,0,1
CUST-030273,42,16126.59,1343.88,0.3279,60.45,3,0,2,2,0,0,0,0
CUST-030274,44,55591.24,4632.6,0.3718,56.46,4,0,0,0,0,0,0,0
CUST-030275,48,115705.19,9642.1,0.282,54.74,4,1,0,0,1,2,2,0
CUST-030276,24,80636.65,6719.72,0.1593,57.56,4,2,0,0,1,0,0,1
CUST-030277,54,11100.36,925.03,0.1932,58.61,4,1,0,0,1,0,0,0
CUST-030278,47,78060.9,6505.07,0.2849,23.07,5,1,0,0,0,0,0,0
CUST-030279,58,18332.95,1527.75,0.471,34.99,3,2,0,0,0,1,1,1
CUST-030280,38,39570.26,3297.52,0.1738,52.63,8,2,1,2,0,3,3,1
CUST-030281,70,71558.16,5963.18,0.5881,22.06,5,1,0,0,0,0,0,0
CUST-030282,23,13573.7,1131.14,0.1532,50.45,2,4,2,0,0,0,0,0
CUST-030283,22,31293.15,2607.76,0.0767,22.96,3,0,1,0,0,2,2,0
CUST-030284,32,14309.57,1192.46,0.3281,31.37,3,0,0,0,0,0,0,0
CUST-030285,64,77454.93,6454.58,0.5013,35.2,4,0,0,0,0,1,1,0
CUST-030286,21,73755.92,6146.33,0.643,48.1,2,2,0,1,0,1,1,0
CUST-030287,73,27394.18,2282.85,0.35,45.37,7,0,0,0,2,2,2,0
CUST-030288,53,44016.78,3668.06,0.1139,79.97,7,0,1,0,0,0,0,0
CUST-030289,59,17949.56,1495.8,0.4623,26.81,2,0,0,0,0,0,0,0
CUST-030290,54,92582.96,7715.25,0.5274,72.08,7,0,2,0,0,0,0,0
CUST-030291,43,47484.73,3957.06,0.333,56.82,4,0,0,0,0,0,0,0
CUST-030292,69,23545.65,1962.14,0.1171,73.08,7,0,1,1,1,1,1,0
CUST-030293,23,11862.25,988.52,0.0965,46.28,4,1,1,1,0,1,1,0
CUST-030294,56,39257.77,3271.48,0.2938,35.57,5,1,0,1,0,3,3,0
CUST-030295,74,139815.11,11651.26,0.7355,54.55,6,0,1,0,0,0,0,1
CUST-030296,71,40265.45,3355.45,0.1161,34.84,3,0,0,0,0,0,0,0
CUST-030297,79,19371.71,1614.31,0.1124,85.1,3,1,2,1,0,0,0,0
CUST-030298,21,50569.47,4214.12,0.3361,41.28,7,1,1,1,1,1,1,0
CUST-030299,74,44090.93,3674.24,0.053,65.42,6,1,2,0,0,1,1,0
CUST-030300,41,119124.48,9927.04,0.3229,67.4,2,0,1,0,0,0,0,0
CUST-030301,47,11082.97,923.58,0.4112,58.67,3,2,0,2,1,3,3,1
CUST-030302,44,44500.03,3708.34,0.0614,58.0,3,2,0,0,2,0,0,1
CUST-030303,69,139387.49,11615.62,0.3091,25.06,0,2,1,0,0,0,0,0
CUST-030304,70,56192.88,4682.74,0.2366,2.98,4,0,0,0,0,0,0,1
CUST-030305,46,10993.36,916.11,0.3687,44.63,4,1,1,1,0,1,1,0
CUST-030306,78,22668.69,1889.06,0.354,39.69,1,1,1,0,0,0,0,0
CUST-030307,78,5336.87,444.74,0.0894,30.82,2,2,0,0,0,0,0,0
CUST-030308,35,42232.43,3519.37,0.3208,43.23,4,0,1,0,1,1,1,0
CUST-030309,28,14501.78,1208.48,0.2215,59.71,4,0,1,1,3,0,0,1
CUST-030310,63,196921.11,16410.09,0.2247,72.44,4,1,1,0,0,1,1,0
CUST-030311,69,69289.37,5774.11,0.4041,83.72,5,0,2,0,0,0,0,0
CUST-030312,45,57018.68,4751.56,0.0746,20.28,1,3,2,0,0,0,0,0
CUST-030313,53,70167.94,5847.33,0.1323,20.49,4,2,2,0,0,2,2,1
CUST-030314,51,84080.63,7006.72,0.4288,80.16,3,0,1,0,0,2,2,0
CUST-030315,72,59857.3,4988.11,0.2424,59.8,5,1,0,0,0,2,2,0
CUST-030316,43,44654.62,3721.22,0.2495,7.79,2,1,0,1,0,0,0,0
CUST-030317,59,9836.22,819.69,0.454,44.66,9,1,1,1,0,3,3,0
CUST-030318,65,60151.6,5012.63,0.4928,56.06,3,0,1,2,0,0,0,0
CUST-030319,50,107400.89,8950.07,0.308,27.13,2,3,0,0,3,1,1,1
CUST-030320,26,28803.35,2400.28,0.0596,80.96,3,0,2,3,0,0,0,0
CUST-030321,57,33088.63,2757.39,0.3016,27.07,6,4,1,1,0,1,1,0
CUST-030322,67,48915.56,4076.3,0.3388,13.03,5,1,0,0,0,1,1,0
CUST-030323,22,89935.58,7494.63,0.1522,72.52,2,2,2,0,0,2,2,0
CUST-030324,44,75654.64,6304.55,0.1679,73.44,4,0,2,1,0,1,1,0
CUST-030325,75,27348.69,2279.06,0.4722,31.05,2,1,0,1,0,1,1,0
CUST-030326,31,67985.8,5665.48,0.3383,23.18,3,0,2,0,0,0,0,0
CUST-030327,30,196371.46,16364.29,0.368,47.62,6,1,0,0,0,1,1,0
CUST-030328,52,20703.3,1725.27,0.3575,44.97,8,1,0,0,0,0,0,0
CUST-030329,24,23065.6,1922.13,0.1297,13.68,8,2,0,1,0,1,1,0
CUST-030330,22,74671.67,6222.64,0.4318,47.81,5,4,1,0,0,0,0,0
CUST-030331,79,37283.42,3106.95,0.3148,12.54,4,0,2,0,0,1,1,0
CUST-030332,48,27151.52,2262.63,0.3429,38.32,2,2,2,2,3,2,2,1
CUST-030333,24,31878.31,2656.53,0.1772,72.12,6,1,0,0,0,2,2,0
CUST-030334,76,7169.1,597.42,0.3238,28.82,1,1,0,1,0,2,2,0
CUST-030335,44,17794.39,1482.87,0.2762,64.96,3,0,2,3,0,1,1,1
CUST-030336,50,9830.63,819.22,0.2688,81.14,3,1,2,0,0,0,0,0
CUST-030337,36,29739.59,2478.3,0.2088,32.51,3,0,0,0,0,0,0,0
CUST-030338,68,40127.6,3343.97,0.1355,28.85,1,0,0,0,0,0,0,0
CUST-030339,37,11425.21,952.1,0.2301,25.89,4,1,1,0,1,1,1,0
CUST-030340,30,103975.84,8664.65,0.1443,12.74,1,1,1,3,0,0,0,0
CUST-030341,28,160074.86,13339.57,0.4827,40.71,6,1,2,0,1,1,1,0
CUST-030342,24,20267.82,1688.99,0.3746,58.81,0,1,1,0,0,0,0,0
CUST-030343,66,37785.33,3148.78,0.1534,19.09,4,2,1,1,1,0,0,0
CUST-030344,58,20969.17,1747.43,0.2485,56.73,2,1,0,1,1,1,1,0
CUST-030345,30,28092.16,2341.01,0.3523,31.8,4,0,1,0,0,2,2,0
CUST-030346,38,33439.38,2786.62,0.2436,30.85,7,1,1,0,0,0,0,0
CUST-030347,35,34436.9,2869.74,0.3335,54.73,5,1,1,2,1,1,1,1
CUST-030348,33,75030.03,6252.5,0.0986,52.22,5,1,1,0,0,1,1,0
CUST-030349,28,33730.99,2810.92,0.2423,49.82,4,1,2,0,0,0,0,0
CUST-030350,65,140312.75,11692.73,0.2069,35.76,7,2,0,0,1,2,2,0
CUST-030351,79,45808.13,3817.34,0.1705,12.44,3,1,1,0,0,1,1,0
CUST-030352,49,152885.41,12740.45,0.2978,65.83,8,0,1,2,0,2,2,0
CUST-030353,24,34502.46,2875.2,0.5096,41.31,0,0,1,0,0,1,1,0
CUST-030354,27,15868.33,1322.36,0.2003,57.01,5,0,0,0,0,3,3,0
CUST-030355,73,33796.06,2816.34,0.5413,61.82,3,2,2,2,1,2,2,1
CUST-030356,36,63829.54,5319.13,0.4741,56.52,3,0,2,0,1,1,1,0
CUST-030357,65,102229.39,8519.12,0.1452,52.43,5,0,0,2,0,0,0,0
CUST-030358,43,36223.77,3018.65,0.2557,12.35,2,0,0,2,0,1,1,0
CUST-030359,48,23034.7,1919.56,0.105,22.05,1,0,1,0,0,1,1,0
CUST-030360,23,83383.99,6948.67,0.4093,61.0,4,0,0,0,0,3,3,0
CUST-030361,25,21272.73,1772.73,0.3026,42.53,10,0,0,1,0,1,1,0
CUST-030362,40,15543.59,1295.3,0.3272,51.56,4,3,0,0,0,0,0,0
CUST-030363,26,63244.39,5270.37,0.2647,54.65,1,1,1,2,0,1,1,1
CUST-030364,70,48845.05,4070.42,0.3726,46.98,6,0,1,1,2,1,1,1
CUST-030365,72,6727.61,560.63,0.0503,44.59,4,0,0,2,0,0,0,1
CUST-030366,75,12423.29,1035.27,0.2213,40.65,8,0,1,0,1,0,0,0
CUST-030367,67,28438.01,2369.83,0.8794,61.17,6,0,1,0,0,1,1,0
CUST-030368,68,61029.82,5085.82,0.1684,28.31,5,2,0,1,1,0,0,0
CUST-030369,53,97652.54,8137.71,0.1653,66.08,5,0,3,2,0,1,1,1
CUST-030370,68,36229.64,3019.14,0.4733,26.09,4,0,0,0,2,1,1,0
CUST-030371,18,44851.95,3737.66,0.4114,72.58,3,1,2,3,2,1,1,1
CUST-030372,41,37885.03,3157.09,0.0197,49.49,1,2,1,0,0,1,1,0
CUST-030373,55,39782.0,3315.17,0.1741,73.85,4,2,0,1,1,2,2,0
CUST-030374,72,36855.68,3071.31,0.3892,55.87,5,1,1,0,0,1,1,0
CUST-030375,50,12338.45,1028.2,0.3977,70.56,5,1,1,0,0,1,1,0
CUST-030376,35,12593.01,1049.42,0.2387,12.7,2,2,0,0,0,1,1,0
CUST-030377,53,117885.61,9823.8,0.1216,60.65,5,1,0,0,0,2,2,0
CUST-030378,53,8296.94,691.41,0.2284,45.86,2,0,0,0,0,0,0,0
CUST-030379,54,62756.41,5229.7,0.5463,35.59,6,0,3,1,0,1,1,0
CUST-030380,28,72853.53,6071.13,0.3868,31.26,8,0,2,0,0,1,1,0
CUST-030381,22,42730.03,3560.84,0.2175,40.3,6,0,0,0,0,0,0,0
CUST-030382,20,19980.98,1665.08,0.3306,39.91,1,2,2,1,0,2,2,1
CUST-030383,61,9679.92,806.66,0.1561,27.72,3,0,0,1,0,1,1,0
CUST-030384,32,9075.27,756.27,0.3379,18.01,4,2,0,0,0,0,0,0
CUST-030385,50,53287.77,4440.65,0.2534,27.23,5,0,1,0,1,1,1,0
CUST-030386,47,15945.05,1328.75,0.6363,20.62,2,4,0,0,0,0,0,0
CUST-030387,41,32359.53,2696.63,0.6428,40.39,2,0,1,0,0,0,0,0
CUST-030388,26,38696.81,3224.73,0.253,11.51,1,1,2,1,0,0,0,0
CUST-030389,28,488519.41,40709.95,0.5916,42.38,4,0,2,0,0,2,2,0
CUST-030390,42,41654.67,3471.22,0.2391,22.21,1,1,0,0,0,1,1,0
CUST-030391,75,34113.14,2842.76,0.3524,7.63,3,2,0,0,1,1,1,0
CUST-030392,23,9147.95,762.33,0.2792,41.87,1,2,1,0,0,2,2,1
