transaction_id,transaction_amount,merchant_category,hour_of_day,day_of_week,distance_from_home,is_international,card_age_days,num_transactions_24h,avg_transaction_amount_30d,is_weekend,is_fraud
TXN-00037768,42.26,education,4,5,10.64,0,1480,0,6.92,1,0
TXN-00037769,11.95,clothing,7,2,75.2,0,1540,4,43.38,0,0
TXN-00037770,43.34,jewelry,12,2,31.97,0,180,4,56.92,0,1
TXN-00037771,92.42,gas_station,10,6,18.19,0,1454,5,35.21,1,0
TXN-00037772,508.7,electronics,2,3,12.07,0,88,4,117.37,0,1
TXN-00037773,2.44,pharmacy,14,1,0.35,0,1860,3,22.73,0,0
TXN-00037774,52.18,jewelry,10,3,5.62,0,1854,2,33.21,0,0
TXN-00037775,19.78,hardware,13,2,31.02,1,1304,0,68.98,0,0
TXN-00037776,97.79,travel,13,3,10.76,0,1222,1,21.63,0,0
TXN-00037777,47.65,electronics,9,0,11.48,1,888,1,23.25,0,0
TXN-00037778,130.79,education,17,2,31.18,0,102,7,43.3,0,0
TXN-00037779,11.98,grocery,17,1,8.22,0,1853,2,33.96,0,0
TXN-00037780,20.03,entertainment,21,5,14.96,0,1678,3,5.7,1,0
TXN-00037781,160.92,jewelry,6,0,8.76,0,630,2,33.4,0,0
TXN-00037782,4.76,electronics,14,5,17.97,0,250,5,14.16,1,0
TXN-00037783,32.27,gas_station,7,5,1.39,0,281,2,29.3,1,0
TXN-00037784,4.4,pharmacy,7,5,30.17,0,1899,3,54.85,1,0
TXN-00037785,8.46,travel,1,1,5.79,0,80,4,53.42,0,0
TXN-00037786,60.13,grocery,15,0,61.49,0,561,3,22.01,0,0
TXN-00037787,11.52,entertainment,4,1,21.11,0,1939,1,28.4,0,0
TXN-00037788,8.05,electronics,8,0,0.26,0,667,1,55.5,0,0
TXN-00037789,103.75,pharmacy,6,0,3.88,0,1249,5,10.79,0,0
TXN-00037790,21.94,travel,17,1,43.22,0,1528,6,26.99,0,0
TXN-00037791,10.27,grocery,10,1,6.06,0,390,3,69.01,0,0
TXN-00037792,307.23,electronics,8,0,14.72,0,364,3,86.39,0,1
TXN-00037793,12.62,grocery,1,3,30.52,0,1848,2,36.78,0,0
TXN-00037794,6.9,grocery,8,2,3.49,0,496,3,54.85,0,0
TXN-00037795,2.8,education,18,3,1.85,0,462,4,35.35,0,0
TXN-00037796,70.31,online_retail,9,2,48.67,0,1830,4,13.3,0,1
TXN-00037797,10.93,restaurant,6,0,21.19,0,1809,6,17.17,0,0
TXN-00037798,178.09,electronics,7,2,35.8,0,1563,6,19.59,0,1
TXN-00037799,59.4,pharmacy,11,0,21.88,0,810,1,38.4,0,0
TXN-00037800,17.0,pharmacy,8,6,0.52,0,438,5,12.32,1,0
TXN-00037801,5.35,education,0,4,19.63,0,101,2,11.91,0,0
TXN-00037802,149.63,restaurant,10,4,6.81,0,433,0,28.81,0,0
TXN-00037803,10.24,clothing,0,6,4.52,0,1999,1,30.08,1,0
TXN-00037804,9.55,pharmacy,19,2,1.69,0,354,1,25.08,0,0
TXN-00037805,5.77,education,5,4,7.88,0,277,0,12.27,0,0
TXN-00037806,52.53,electronics,12,3,3.58,0,1914,2,58.47,0,0
TXN-00037807,25.97,restaurant,19,0,9.29,0,691,2,7.34,0,0
TXN-00037808,2.82,pharmacy,18,2,9.17,0,1228,3,52.01,0,0
TXN-00037809,8.29,electronics,13,3,5.34,0,247,3,81.39,0,0
TXN-00037810,32.59,travel,11,4,3.18,1,1335,1,21.76,0,0
TXN-00037811,182.07,entertainment,10,4,12.39,0,1863,6,15.05,0,0
TXN-00037812,284.55,electronics,8,6,12.84,0,1129,5,6.67,1,1
TXN-00037813,450.48,online_retail,13,2,5.4,0,383,4,13.06,0,1
TXN-00037814,4.72,hardware,19,1,6.83,0,1435,7,31.71,0,0
TXN-00037815,25.04,hardware,14,5,16.28,0,1789,1,8.6,1,0
TXN-00037816,6.19,online_retail,8,2,6.87,0,1120,6,37.2,0,1
TXN-00037817,52.46,gas_station,1,4,25.71,1,1378,2,65.26,0,0
TXN-00037818,46.73,entertainment,10,0,16.77,0,1180,4,40.07,0,0
TXN-00037819,13.41,travel,14,0,12.01,1,657,4,19.24,0,1
TXN-00037820,6.65,travel,22,6,14.84,0,855,2,57.38,1,0
TXN-00037821,12.76,travel,0,5,9.43,0,1253,3,37.68,1,0
TXN-00037822,70.28,gas_station,4,2,2.73,1,1003,4,25.25,0,0
TXN-00037823,33.93,jewelry,6,4,6.88,0,1223,5,26.14,0,0
TXN-00037824,126.22,electronics,11,2,32.35,0,1250,4,44.45,0,0
TXN-00037825,38.18,online_retail,0,3,4.52,0,1844,3,13.04,0,0
TXN-00037826,28.86,grocery,10,3,19.28,0,1746,1,16.45,0,0
TXN-00037827,25.39,jewelry,22,0,5.0,0,1270,3,26.85,0,0
TXN-00037828,6.26,gas_station,1,0,14.0,0,1969,4,16.06,0,0
TXN-00037829,156.19,restaurant,14,3,24.01,0,1336,2,46.39,0,0
TXN-00037830,22.38,online_retail,9,2,3.63,1,570,2,38.17,0,1
TXN-00037831,4.13,restaurant,14,5,7.19,0,1821,2,183.6,1,0
TXN-00037832,5.85,clothing,18,5,3.48,0,992,2,41.08,1,0
TXN-00037833,114.23,entertainment,22,5,21.02,0,1900,3,18.01,1,0
TXN-00037834,16.7,entertainment,2,6,6.07,0,657,5,21.18,1,0
TXN-00037835,8.18,entertainment,8,2,9.83,0,1128,2,6.7,0,0
TXN-00037836,64.15,travel,22,2,26.29,0,745,6,14.58,0,0
TXN-00037837,38.34,restaurant,4,6,8.32,0,824,1,32.21,1,0
TXN-00037838,38.73,travel,22,1,8.55,0,1844,4,7.68,0,0
TXN-00037839,51.64,clothing,2,4,8.16,0,815,3,40.12,0,0
TXN-00037840,24.24,education,2,0,4.54,0,82,4,16.07,0,0
TXN-00037841,77.48,hardware,8,2,22.62,0,1712,4,62.02,0,0
TXN-00037842,3.1,grocery,1,0,2.2,0,387,9,62.28,0,1
TXN-00037843,10.44,gas_station,17,5,10.04,1,1674,2,53.2,1,0
TXN-00037844,9.91,hardware,4,2,4.44,0,927,0,10.89,0,0
TXN-00037845,138.12,pharmacy,23,0,18.87,0,3,1,35.04,0,0
TXN-00037846,20.2,entertainment,8,2,71.48,0,520,1,72.41,0,1
TXN-00037847,918.81,grocery,17,1,28.47,0,400,3,5.55,0,0
TXN-00037848,3.04,education,14,2,3.35,0,1455,4,32.49,0,0
TXN-00037849,136.3,clothing,0,2,0.27,0,864,1,25.7,0,0
TXN-00037850,7.5,electronics,9,1,0.7,0,455,2,77.4,0,0
TXN-00037851,6.39,hardware,22,4,15.04,0,1533,0,39.59,0,0
TXN-00037852,23.23,grocery,14,5,24.04,0,615,1,8.46,1,0
TXN-00037853,2.74,travel,10,4,60.38,0,418,2,14.81,0,0
TXN-00037854,19.21,jewelry,0,4,20.37,0,903,3,22.53,0,0
TXN-00037855,307.15,grocery,4,2,43.87,0,1565,5,101.82,0,0
TXN-00037856,48.17,restaurant,1,4,0.43,0,1848,4,39.69,0,0
TXN-00037857,140.0,entertainment,19,1,3.7,0,151,4,97.46,0,0
TXN-00037858,5.01,pharmacy,23,3,23.38,0,1686,4,32.32,0,0
TXN-00037859,4.04,entertainment,17,6,17.2,1,1190,3,36.57,1,0
TXN-00037860,54.5,gas_station,14,2,4.54,0,117,1,74.57,0,0
TXN-00037861,21.63,hardware,11,0,12.59,0,1346,5,87.15,0,0
TXN-00037862,74.47,clothing,2,2,27.06,0,635,3,20.92,0,0
TXN-00037863,73.92,gas_station,19,6,26.94,0,382,4,11.52,1,0
TXN-00037864,34.2,electronics,22,4,1.06,0,92,2,9.71,0,0
TXN-00037865,63.1,clothing,15,3,15.06,0,1082,4,47.2,0,0
TXN-00037866,4.74,electronics,6,3,9.19,0,1251,3,8.6,0,0
TXN-00037867,12.84,grocery,1,4,6.68,0,1985,4,5.59,0,0
TXN-00037868,52.55,clothing,22,2,34.86,0,1776,2,19.39,0,0
TXN-00037869,37.49,clothing,13,2,5.16,0,1278,3,12.46,0,0
TXN-00037870,8.07,clothing,18,2,22.36,0,184,3,5.59,0,0
TXN-00037871,60.0,electronics,4,1,13.42,0,255,3,67.74,0,0
TXN-00037872,2.39,restaurant,9,3,0.68,0,67,3,113.06,0,0
TXN-00037873,76.33,travel,22,2,1.99,0,124,5,17.5,0,0
TXN-00037874,26.65,restaurant,14,2,32.25,0,1153,2,4.05,0,0
TXN-00037875,54.03,gas_station,18,5,1.43,0,910,3,3.92,1,0
TXN-00037876,1.91,clothing,7,5,12.88,0,747,2,69.72,1,0
TXN-00037877,8.65,pharmacy,10,0,25.12,1,182,7,15.62,0,0
TXN-00037878,133.22,online_retail,10,1,13.19,0,586,5,18.31,0,1
TXN-00037879,161.02,gas_station,8,6,3.38,0,187,3,16.98,1,0
TXN-00037880,243.32,entertainment,1,1,34.95,0,416,2,25.02,0,0
TXN-00037881,35.76,electronics,1,1,1.21,0,977,5,43.92,0,0
TXN-00037882,9.03,education,1,1,4.25,1,1337,4,41.03,0,0
TXN-00037883,30.54,hardware,21,6,55.95,0,1122,3,23.87,1,0
TXN-00037884,598.6,hardware,4,5,19.2,0,734,4,42.96,1,0
TXN-00037885,43.43,hardware,15,3,6.32,0,19,1,21.25,0,0
TXN-00037886,30.73,online_retail,3,5,6.86,0,1735,2,63.63,1,1
TXN-00037887,219.69,online_retail,16,4,8.14,0,285,9,48.23,0,0
TXN-00037888,42.17,jewelry,4,3,11.17,0,249,3,5.82,0,1
TXN-00037889,43.39,gas_station,9,1,38.78,0,1001,4,11.5,0,0
TXN-00037890,120.04,restaurant,17,0,0.55,1,1094,1,32.66,0,0
TXN-00037891,182.69,travel,2,1,6.03,0,1483,5,45.84,0,0
TXN-00037892,6.92,jewelry,10,5,18.04,0,1578,4,38.91,1,0
TXN-00037893,7.35,education,12,5,17.39,0,1384,4,8.93,1,0
TXN-00037894,19.57,restaurant,12,6,3.63,0,755,2,24.36,1,0
TXN-00037895,13.5,grocery,13,3,6.36,0,96,3,135.25,0,0
TXN-00037896,81.18,entertainment,13,5,7.82,0,782,2,12.96,1,0
TXN-00037897,63.47,jewelry,8,6,14.55,0,104,4,4.32,1,1
TXN-00037898,93.74,jewelry,6,1,1.8,1,1306,5,2.58,0,1
TXN-00037899,16.31,jewelry,7,5,11.49,0,1284,1,16.09,1,0
TXN-00037900,41.83,hardware,11,3,0.46,0,535,5,35.04,0,0
TXN-00037901,38.17,restaurant,1,5,11.53,0,183,2,12.86,1,0
TXN-00037902,36.65,restaurant,8,3,3.39,0,1175,4,28.62,0,0
TXN-00037903,17.49,gas_station,10,0,5.84,0,701,3,13.77,0,0
TXN-00037904,48.54,travel,22,0,16.99,0,1880,3,6.25,0,0
TXN-00037905,41.98,pharmacy,6,0,6.45,0,1972,1,11.76,0,1
TXN-00037906,20.54,online_retail,18,0,10.25,0,1369,2,23.14,0,0
TXN-00037907,23.95,electronics,0,3,12.22,0,1408,2,85.62,0,0
TXN-00037908,7.4,jewelry,7,1,51.93,0,1945,2,11.15,0,0
TXN-00037909,22.67,online_retail,5,4,34.64,0,489,4,5.79,0,0
TXN-00037910,47.85,hardware,7,2,16.89,1,172,4,33.76,0,0
TXN-00037911,60.4,gas_station,0,5,20.93,1,904,3,13.02,1,1
TXN-00037912,41.22,education,21,4,22.19,0,57,2,62.9,0,0
TXN-00037913,88.81,grocery,2,0,32.9,0,662,4,46.78,0,0
TXN-00037914,155.37,online_retail,0,6,7.34,0,64,3,39.21,1,1
TXN-00037915,35.3,grocery,5,5,29.83,0,475,3,5.37,1,0
TXN-00037916,191.51,pharmacy,8,4,1.54,0,1111,4,6.36,0,0
TXN-00037917,34.25,hardware,10,0,15.49,0,1096,3,48.42,0,0
TXN-00037918,154.44,clothing,2,0,22.56,1,479,1,2.93,0,0
TXN-00037919,18.91,grocery,9,6,12.85,0,637,3,22.73,1,0
TXN-00037920,191.25,travel,23,2,18.46,0,1385,5,25.59,0,1
TXN-00037921,18.94,pharmacy,14,6,2.94,1,1495,5,109.99,1,0
TXN-00037922,78.02,electronics,18,3,7.34,0,391,3,70.85,0,0
TXN-00037923,20.22,grocery,21,3,68.59,0,1015,2,25.18,0,0
TXN-00037924,280.32,grocery,13,2,14.15,0,822,5,12.47,0,0
TXN-00037925,45.78,pharmacy,14,2,16.07,0,56,6,28.52,0,0
TXN-00037926,27.41,pharmacy,8,3,4.39,0,283,2,17.5,0,0
TXN-00037927,13.15,electronics,20,0,57.19,0,906,3,46.27,0,0
TXN-00037928,40.47,jewelry,11,0,16.68,0,439,5,25.27,0,0
TXN-00037929,22.09,travel,19,6,22.28,0,1026,4,26.21,1,0
TXN-00037930,57.86,clothing,16,1,18.68,0,1692,3,33.96,0,0
TXN-00037931,29.27,education,17,2,3.66,0,545,5,39.24,0,0
TXN-00037932,54.92,jewelry,5,2,5.06,0,633,0,83.3,0,1
TXN-00037933,111.93,restaurant,0,5,3.77,0,1308,1,14.34,1,0
TXN-00037934,81.33,travel,20,3,6.48,0,663,6,78.49,0,0
TXN-00037935,101.9,jewelry,16,1,5.21,0,1893,5,19.62,0,0
TXN-00037936,12.26,online_retail,23,0,4.33,0,193,1,59.94,0,0
TXN-00037937,10.67,entertainment,19,3,27.53,0,480,2,8.77,0,0
TXN-00037938,76.72,online_retail,0,5,24.97,0,1636,1,10.73,1,1
TXN-00037939,14.65,gas_station,6,2,13.96,0,1708,2,37.99,0,0
TXN-00037940,96.08,clothing,6,3,6.67,0,807,3,39.77,0,0
TXN-00037941,348.64,grocery,13,0,14.14,0,1220,5,15.45,0,0
TXN-00037942,108.26,education,11,3,16.63,0,1110,3,12.83,0,0
TXN-00037943,13.46,jewelry,19,5,6.73,0,1788,1,50.45,1,0
TXN-00037944,7.82,gas_station,6,2,10.57,0,1465,6,43.6,0,0
TXN-00037945,45.78,pharmacy,5,1,43.3,0,1257,1,6.32,0,0
TXN-00037946,24.44,restaurant,12,5,8.41,0,650,3,59.29,1,0
TXN-00037947,13.28,jewelry,0,4,22.42,0,1157,2,10.11,0,0
TXN-00037948,48.37,jewelry,18,4,16.86,1,1022,4,32.86,0,0
TXN-00037949,8.83,travel,2,0,29.65,0,1744,2,31.54,0,0
TXN-00037950,18.49,jewelry,17,1,11.62,0,1040,4,21.24,0,0
TXN-00037951,5.96,jewelry,3,0,38.27,1,999,2,33.08,0,0
TXN-00037952,62.17,restaurant,8,2,24.05,0,1936,2,25.57,0,0
TXN-00037953,20.94,pharmacy,21,6,0.69,0,1921,1,13.29,1,0
TXN-00037954,22.84,gas_station,7,2,10.54,0,1396,3,22.76,0,0
TXN-00037955,54.21,pharmacy,20,3,65.27,0,566,2,32.26,0,0
TXN-00037956,122.78,pharmacy,1,1,3.77,0,1215,2,16.18,0,0
TXN-00037957,267.29,grocery,20,6,1.79,0,457,2,11.39,1,0
TXN-00037958,26.47,travel,10,0,57.65,0,1906,6,142.55,0,0
TXN-00037959,3.38,grocery,5,3,8.15,0,531,1,24.75,0,0
TXN-00037960,2.34,restaurant,20,5,20.36,0,530,4,48.29,1,0
TXN-00037961,25.32,travel,17,6,1.98,0,1591,3,13.39,1,0
TXN-00037962,290.41,travel,19,5,2.03,0,237,4,29.38,1,0
TXN-00037963,133.77,pharmacy,17,5,6.05,0,822,2,120.67,1,0
TXN-00037964,41.68,electronics,23,1,13.38,0,611,4,35.64,0,0
TXN-00037965,60.21,jewelry,4,6,23.9,0,1183,1,20.8,1,1
TXN-00037966,49.71,education,6,3,1.59,0,1022,4,11.18,0,0
TXN-00037967,18.06,electronics,6,1,20.82,0,1722,2,18.9,0,0
TXN-00037968,85.72,education,13,2,6.91,0,1995,3,58.95,0,0
TXN-00037969,5.41,clothing,14,1,3.36,0,1469,3,20.04,0,0
TXN-00037970,202.14,travel,23,6,28.07,0,1939,4,20.9,1,1
TXN-00037971,13.26,pharmacy,12,2,12.75,0,550,5,6.26,0,0
TXN-00037972,37.45,education,12,1,12.48,0,1052,4,20.4,0,0
TXN-00037973,44.95,education,12,5,1.25,0,1570,4,11.41,1,0
TXN-00037974,114.28,travel,1,5,18.47,1,20,8,13.61,1,1
TXN-00037975,34.42,restaurant,14,2,0.02,0,158,5,12.67,0,0
TXN-00037976,13.32,online_retail,14,5,5.75,0,13,5,8.1,1,1
TXN-00037977,26.03,electronics,21,2,32.48,0,1956,2,13.93,0,0
TXN-00037978,10.55,travel,13,4,2.92,0,1080,2,19.86,0,0
TXN-00037979,13.38,electronics,12,0,10.43,0,1153,1,19.43,0,0
TXN-00037980,25.83,online_retail,11,4,62.48,0,1224,2,32.97,0,0
TXN-00037981,9.96,education,6,6,7.74,0,1022,4,10.51,1,0
TXN-00037982,69.99,jewelry,9,3,13.98,0,65,4,29.78,0,1
TXN-00037983,9.92,gas_station,6,3,8.44,0,452,4,6.07,0,0
TXN-00037984,6.03,pharmacy,0,1,8.81,0,1609,3,13.46,0,0
TXN-00037985,65.25,restaurant,2,6,20.63,0,1482,2,41.95,1,0
TXN-00037986,3.27,entertainment,21,4,29.47,1,815,5,8.2,0,0
TXN-00037987,37.76,online_retail,14,0,5.18,0,1041,0,13.41,0,1
TXN-00037988,11.16,restaurant,22,2,4.23,0,262,4,93.16,0,0
TXN-00037989,35.99,entertainment,22,6,4.07,0,1034,3,35.34,1,0
TXN-00037990,34.48,hardware,18,0,3.74,1,335,2,9.31,0,0
TXN-00037991,49.13,jewelry,23,2,20.06,0,1755,6,21.01,0,0
TXN-00037992,45.7,jewelry,19,3,10.74,1,1812,7,24.59,0,0
TXN-00037993,6.66,jewelry,15,2,48.21,0,450,2,42.19,0,0
TXN-00037994,25.37,pharmacy,23,4,12.94,1,512,4,19.98,0,0
TXN-00037995,40.27,travel,18,1,24.06,0,925,3,3.98,0,0
TXN-00037996,4.96,restaurant,12,1,13.78,0,1007,2,17.96,0,0
TXN-00037997,42.9,entertainment,21,2,0.86,0,1334,4,21.48,0,0
TXN-00037998,117.27,restaurant,5,3,1.36,0,823,1,9.55,0,0
TXN-00037999,64.25,grocery,4,5,11.83,0,556,2,19.1,1,0
TXN-00038000,2.47,electronics,0,5,10.48,0,841,4,10.62,1,1
TXN-00038001,163.4,education,21,2,19.94,0,736,4,25.67,0,0
TXN-00038002,228.38,pharmacy,8,5,8.2,0,377,4,74.39,1,0
TXN-00038003,9.12,entertainment,11,6,18.23,0,382,3,54.64,1,0
TXN-00038004,242.26,hardware,19,6,1.69,1,14,2,15.09,1,0
TXN-00038005,17.27,restaurant,12,3,6.11,0,1128,3,24.05,0,0
TXN-00038006,18.91,pharmacy,12,4,14.17,0,1978,1,9.83,0,0
TXN-00038007,3.05,jewelry,20,1,28.84,0,134,5,16.38,0,1
TXN-00038008,233.74,grocery,1,1,38.14,0,249,4,21.2,0,1
TXN-00038009,69.3,electronics,14,1,13.72,0,22,5,23.06,0,0
TXN-00038010,10.98,jewelry,7,1,5.83,1,1203,1,20.41,0,1
TXN-00038011,34.22,gas_station,17,3,0.43,0,1774,4,18.22,0,0
TXN-00038012,15.93,clothing,0,0,3.47,0,478,7,128.4,0,1
TXN-00038013,42.51,online_retail,19,0,11.4,0,691,4,36.46,0,0
TXN-00038014,42.85,travel,7,3,14.43,0,1334,3,50.14,0,0
TXN-00038015,20.57,electronics,5,3,25.29,0,1721,2,43.98,0,0
TXN-00038016,17.12,clothing,18,3,34.1,0,256,3,28.52,0,0
TXN-00038017,31.76,hardware,20,1,2.88,0,66,5,26.21,0,0
TXN-00038018,67.63,restaurant,7,2,3.89,1,888,2,39.35,0,0
TXN-00038019,36.82,online_retail,11,1,1.68,0,430,3,23.38,0,0
TXN-00038020,79.14,gas_station,4,6,42.88,0,57,4,28.79,1,0
TXN-00038021,9.7,entertainment,8,5,12.51,0,823,5,19.77,1,0
TXN-00038022,6.05,grocery,11,1,22.25,0,1424,2,24.98,0,0
TXN-00038023,18.82,grocery,23,1,43.16,0,1830,1,16.03,0,0
TXN-00038024,1.79,restaurant,22,3,13.22,0,1411,1,18.67,0,0
TXN-00038025,10.47,education,18,1,9.42,0,903,6,79.59,0,0
TXN-00038026,57.86,online_retail,7,2,6.23,0,1040,4,12.39,0,1
TXN-00038027,87.54,hardware,10,5,2.48,0,1741,2,24.19,1,0
TXN-00038028,813.47,jewelry,11,6,1.58,0,71,1,9.82,1,1
TXN-00038029,85.72,gas_station,0,0,47.37,1,722,6,27.22,0,0
TXN-00038030,15.53,grocery,23,4,3.4,0,117,3,17.73,0,0
TXN-00038031,3.73,clothing,2,1,28.89,0,901,3,86.76,0,0
TXN-00038032,49.22,clothing,21,2,8.73,0,166,2,22.83,0,0
TXN-00038033,15.99,hardware,13,0,27.07,0,345,4,16.55,0,0
TXN-00038034,63.76,gas_station,10,2,0.08,0,817,6,159.32,0,0
TXN-00038035,51.69,education,22,4,11.09,1,702,6,73.2,0,0
TXN-00038036,12.33,restaurant,14,0,0.76,0,950,3,17.93,0,0
TXN-00038037,198.2,entertainment,8,5,4.59,0,1945,3,30.03,1,0
TXN-00038038,58.38,online_retail,9,1,8.08,0,859,5,39.15,0,0
TXN-00038039,20.27,gas_station,15,2,3.9,0,1996,5,15.68,0,0
TXN-00038040,51.41,pharmacy,11,4,18.15,0,1478,0,4.92,0,1
TXN-00038041,84.83,grocery,1,3,28.16,0,801,3,34.41,0,0
TXN-00038042,6.83,jewelry,5,3,3.89,0,1109,0,54.76,0,0
TXN-00038043,45.7,online_retail,16,3,10.06,0,97,1,13.39,0,0
TXN-00038044,3.26,education,0,0,12.76,0,1108,3,19.66,0,0
TXN-00038045,58.75,jewelry,11,2,12.53,1,818,1,33.02,0,0
TXN-00038046,69.88,travel,3,2,15.59,0,1948,3,14.08,0,1
TXN-00038047,75.09,travel,6,6,7.9,0,1920,5,85.8,1,0
TXN-00038048,87.24,education,18,1,18.96,0,1924,1,50.27,0,0
TXN-00038049,47.06,online_retail,19,5,10.45,0,622,3,3.01,1,1
TXN-00038050,23.62,grocery,21,0,21.42,0,1306,1,206.33,0,0
TXN-00038051,48.96,clothing,1,2,57.92,0,780,2,26.6,0,0
TXN-00038052,2.26,gas_station,19,0,10.41,0,1651,1,134.07,0,0
TXN-00038053,3.52,pharmacy,20,2,22.44,0,1647,5,63.57,0,0
TXN-00038054,293.98,pharmacy,18,6,38.45,0,1734,0,53.39,1,0
TXN-00038055,25.08,jewelry,8,1,1.21,0,319,3,14.71,0,0
TXN-00038056,6.58,education,3,1,31.57,0,1715,8,30.96,0,0
TXN-00038057,319.59,travel,11,1,0.12,0,394,5,114.39,0,0
TXN-00038058,31.97,pharmacy,9,4,26.3,0,1537,4,9.54,0,0
TXN-00038059,65.0,hardware,14,5,27.64,0,1680,8,6.58,1,0
TXN-00038060,36.55,clothing,0,1,5.28,0,650,6,15.1,0,0
TXN-00038061,38.9,pharmacy,3,1,37.63,0,994,3,26.61,0,0
TXN-00038062,111.01,travel,0,4,29.1,0,1302,2,9.48,0,1
TXN-00038063,76.72,travel,2,0,10.07,0,1982,0,25.42,0,0
TXN-00038064,15.44,pharmacy,10,3,5.32,1,880,1,21.9,0,0
TXN-00038065,112.63,entertainment,0,3,2.3,0,623,3,15.79,0,0
TXN-00038066,195.42,clothing,11,2,2.31,0,1748,4,10.12,0,0
TXN-00038067,47.38,hardware,4,1,32.74,0,793,5,73.82,0,0
TXN-00038068,18.22,jewelry,18,2,12.63,0,1157,3,17.72,0,0
TXN-00038069,67.52,pharmacy,1,5,9.15,0,884,4,11.44,1,1
TXN-00038070,37.7,travel,0,2,0.69,0,439,2,8.9,0,1
TXN-00038071,41.77,gas_station,18,4,12.76,0,928,0,73.04,0,0
TXN-00038072,72.96,pharmacy,3,4,14.38,0,327,0,8.03,0,0
TXN-00038073,143.95,grocery,15,3,6.06,0,490,5,28.98,0,0
TXN-00038074,3.98,travel,17,4,9.07,0,860,3,10.7,0,0
TXN-00038075,54.07,gas_station,10,5,19.12,0,1234,1,52.49,1,0
TXN-00038076,152.36,online_retail,3,0,0.85,1,940,2,15.95,0,1
TXN-00038077,11.29,hardware,9,3,15.72,0,1254,4,10.4,0,0
TXN-00038078,18.0,hardware,0,4,10.08,0,863,4,11.99,0,0
TXN-00038079,36.7,entertainment,5,4,20.35,0,256,7,20.16,0,0
TXN-00038080,18.62,pharmacy,2,1,4.77,0,632,4,20.2,0,0
TXN-00038081,159.43,restaurant,9,5,25.73,0,426,2,26.44,1,0
TXN-00038082,13.72,pharmacy,23,1,24.08,0,238,3,48.46,0,0
TXN-00038083,10.16,education,14,5,9.78,0,1756,5,63.84,1,0
TXN-00038084,3.46,grocery,10,2,15.84,0,1804,3,43.82,0,0
TXN-00038085,67.52,grocery,21,4,0.33,0,250,4,8.3,0,0
TXN-00038086,14.61,entertainment,9,2,3.06,0,864,3,42.46,0,0
TXN-00038087,43.72,restaurant,2,0,0.96,0,1404,1,36.62,0,0
TXN-00038088,86.09,pharmacy,4,1,0.32,0,1165,1,32.1,0,0
TXN-00038089,3.61,jewelry,13,5,3.05,0,199,5,24.43,1,0
TXN-00038090,41.74,gas_station,0,1,55.89,0,687,3,79.64,0,1
TXN-00038091,31.02,travel,20,2,47.41,0,537,2,49.87,0,0
TXN-00038092,33.37,grocery,10,2,6.33,0,437,0,57.01,0,0
TXN-00038093,12.31,entertainment,10,3,42.99,0,1816,3,15.13,0,0
TXN-00038094,12.34,travel,13,5,18.26,0,603,1,16.77,1,0
TXN-00038095,59.51,jewelry,12,1,36.82,0,1419,2,25.12,0,0
TXN-00038096,137.64,electronics,3,6,19.57,0,831,1,27.39,1,0
TXN-00038097,42.89,entertainment,21,2,5.99,0,1812,2,21.5,0,0
TXN-00038098,155.37,electronics,17,6,1.69,1,1028,1,8.39,1,0
TXN-00038099,55.02,clothing,0,3,2.51,0,378,1,12.82,0,0
TXN-00038100,51.53,online_retail,13,5,7.52,0,1192,6,21.22,1,0
TXN-00038101,275.12,restaurant,17,3,5.0,0,349,4,27.16,0,0
TXN-00038102,4.9,hardware,6,1,7.99,0,1909,3,31.45,0,0
TXN-00038103,15.57,online_retail,20,4,2.21,0,605,0,16.42,0,0
TXN-00038104,122.75,entertainment,2,2,2.28,0,1986,6,58.91,0,0
TXN-00038105,31.33,grocery,13,5,6.57,0,176,4,22.66,1,0
TXN-00038106,3.79,jewelry,10,5,11.19,0,1698,0,20.02,1,0
TXN-00038107,17.51,hardware,9,0,5.61,1,1710,1,8.96,0,0
TXN-00038108,42.22,grocery,17,3,3.8,0,400,1,10.31,0,0
TXN-00038109,60.28,hardware,19,3,32.38,1,1753,2,30.14,0,0
TXN-00038110,20.63,education,12,2,12.23,0,5,4,57.57,0,0
TXN-00038111,37.81,jewelry,17,6,4.28,0,575,1,5.17,1,1
TXN-00038112,14.76,entertainment,6,0,23.75,0,313,4,22.38,0,0
TXN-00038113,59.4,hardware,14,1,10.25,0,173,2,24.54,0,0
TXN-00038114,31.25,education,16,6,15.73,0,894,3,34.61,1,0
TXN-00038115,49.19,grocery,1,3,25.46,0,615,1,30.97,0,0
TXN-00038116,7.25,electronics,4,5,1.29,1,1357,5,156.57,1,0
TXN-00038117,9.83,restaurant,0,0,26.91,0,1574,1,26.02,0,0
TXN-00038118,116.17,education,14,5,17.8,0,1090,0,65.71,1,0
TXN-00038119,4.25,electronics,17,1,6.77,0,677,2,20.35,0,0
TXN-00038120,27.57,pharmacy,7,1,31.64,0,64,2,13.07,0,0
TXN-00038121,45.41,education,21,0,2.69,0,30,2,9.36,0,0
TXN-00038122,1262.4,entertainment,23,2,17.31,0,1375,2,48.38,0,1
TXN-00038123,73.23,education,14,0,10.62,0,715,3,6.62,0,0
TXN-00038124,177.48,restaurant,16,0,12.59,0,533,5,46.95,0,0
TXN-00038125,25.65,pharmacy,13,4,18.62,0,1963,1,32.12,0,0
